amount,total_amount_last_24h,txn_count_last_24h,is_new_device,is_odd_hour,channel,transaction_type,country,fraud_probability,is_fraud
24145.19,382195.4032604983,13,0,0,CARD,TRANSFER,IN,0.11232212075171757,1
93969.70746246948,406340.5932604983,14,0,0,UPI,WITHDRAWAL,IN,0.11714863716409675,0
20390.242304054445,500310.3007229678,15,0,0,NET_BANKING,TRANSFER,IN,0.11680399245921355,1
13519.47,520700.5430270222,16,0,0,NET_BANKING,WITHDRAWAL,IN,0.11285626472991057,0
17185.47,534220.0130270222,17,1,0,NET_BANKING,DEPOSIT,US,0.15439078321718241,0
2872.31,0.0,0,1,0,NET_BANKING,TRANSFER,SG,0.09517031544128923,0
6676.65,2872.31,1,1,0,NET_BANKING,DEPOSIT,IN,0.07518158099175254,0
6467.56,9548.96,2,0,0,NET_BANKING,WITHDRAWAL,SG,0.061628150770430816,0
6974.78,16016.52,3,0,1,UPI,WITHDRAWAL,SG,0.08560213817183424,0
8956.99,22991.3,4,0,1,NET_BANKING,TRANSFER,IN,0.058004998556320256,0
11193.94,31948.29,5,0,1,NET_BANKING,TRANSFER,IN,0.07026770580379024,0
7758.5,43142.23,6,0,1,NET_BANKING,DEPOSIT,IN,0.05744144255837834,0
11594.64,50900.73,7,0,0,NET_BANKING,WITHDRAWAL,US,0.05082142348525859,0
10183.56,62495.37,8,0,0,NET_BANKING,DEPOSIT,IN,0.048847278192001034,0
5494.03,72678.93000000001,9,0,0,NET_BANKING,TRANSFER,IN,0.056337929304184436,0
3978.41,78172.96,10,0,0,NET_BANKING,DEPOSIT,AE,0.056628642067121135,0
10148.95,82151.37000000001,11,0,0,UPI,WITHDRAWAL,IN,0.1032641064105478,0
4024.21,92300.32,12,1,0,NET_BANKING,WITHDRAWAL,IN,0.12293566254517388,0
3338.68,96324.53,13,0,0,NET_BANKING,DEPOSIT,IN,0.08044974583784109,0
11436.87,99663.21,14,0,0,NET_BANKING,WITHDRAWAL,IN,0.10455240573246273,0
6096.44,111100.08,15,0,0,NET_BANKING,DEPOSIT,IN,0.08442267171148882,0
6974.46,117196.52,16,0,0,NET_BANKING,WITHDRAWAL,IN,0.0980532404868387,0
11443.74,124170.98,17,1,0,NET_BANKING,TRANSFER,IN,0.15742495853978417,0
5802.66,135614.72,18,0,0,NET_BANKING,WITHDRAWAL,IN,0.09922867816724415,0
6608.07,138545.07,18,0,0,NET_BANKING,WITHDRAWAL,IN,0.10240668769580573,0
10650.0,145153.14,19,0,0,NET_BANKING,TRANSFER,IN,0.11080223558977051,0
4776.63,0.0,0,1,0,CARD,WITHDRAWAL,US,0.0721073661164435,0
9829.22,4776.63,1,1,0,CARD,TRANSFER,IN,0.07754747383121285,0
9068.93,14605.85,2,0,0,CARD,TRANSFER,AE,0.03232625213070201,0
10918.17,23674.78,3,0,0,CARD,WITHDRAWAL,US,0.05064494531757572,0
9211.05,34592.95,4,0,0,CARD,DEPOSIT,IN,0.035822564467195374,0
2582.3,43804.0,5,0,0,UPI,TRANSFER,IN,0.041665701659971646,0
6782.44,46386.3,6,1,1,CARD,TRANSFER,IN,0.09515329106236775,0
3926.6,53168.740000000005,7,0,1,CARD,DEPOSIT,IN,0.05796045126090617,0
5164.0,57095.34,8,0,1,CARD,WITHDRAWAL,IN,0.05431770766558687,0
6097.14,62259.34,9,0,1,CARD,DEPOSIT,IN,0.06805659530152547,0
11834.46,68356.48000000001,10,1,1,NET_BANKING,DEPOSIT,IN,0.12702863458467326,0
5612.25,80190.94,11,0,0,UPI,TRANSFER,IN,0.0873579045570207,0
11760.64,85803.19,12,0,0,CARD,TRANSFER,IN,0.10075697660118427,0
10051.56,97563.83,13,1,0,NET_BANKING,WITHDRAWAL,IN,0.14481640099036222,1
2612.29,107615.39,14,1,0,CARD,DEPOSIT,IN,0.12278971347233245,0
4384.8,110227.68,15,0,0,CARD,TRANSFER,IN,0.08483934600371677,0
3122.94,114612.48,16,1,0,CARD,TRANSFER,IN,0.13420522954214445,0
3238.35,117735.42,17,0,0,CARD,DEPOSIT,IN,0.10114886472868886,0
7276.74,120973.77,18,1,0,NET_BANKING,TRANSFER,IN,0.1439077212317165,0
9822.92,128250.51,19,0,0,CARD,TRANSFER,IN,0.09901349936972954,0
12303.23,138073.43000000002,20,0,0,CARD,TRANSFER,IN,0.12022349388875851,1
11734.1,150376.66000000003,21,0,0,CARD,WITHDRAWAL,IN,0.11277274435816517,0
5498.12,162110.76000000004,22,0,0,CARD,WITHDRAWAL,IN,0.09717146115722015,0
4232.22,167608.88000000003,23,0,0,CARD,TRANSFER,IN,0.1048511390074199,0
4587.37,171841.10000000003,24,0,0,CARD,TRANSFER,IN,0.09719405002511854,0
7120.47,171651.84000000003,24,1,0,CARD,TRANSFER,IN,0.13511189775449528,0
5494.21,178772.31000000003,25,0,0,CARD,DEPOSIT,IN,0.09891976117545045,0
3890.63,0.0,0,1,0,NET_BANKING,TRANSFER,IN,0.08165427846655464,0
12319.05,3890.63,1,1,0,NET_BANKING,TRANSFER,IN,0.08725550822797454,0
8794.35,16209.68,2,0,0,NET_BANKING,TRANSFER,SG,0.0621259050683661,1
6964.09,25004.03,3,0,0,NET_BANKING,WITHDRAWAL,IN,0.031170440723816438,0
9729.68,31968.12,4,0,0,NET_BANKING,DEPOSIT,IN,0.030186205709403252,0
8198.64,41697.8,5,1,0,NET_BANKING,WITHDRAWAL,IN,0.08070316220862614,0
2820.2,49896.44,6,0,1,NET_BANKING,DEPOSIT,IN,0.054400905247240526,0
23566.91398273595,52716.64,7,0,1,NET_BANKING,WITHDRAWAL,IN,0.09071727224397683,1
3992.06,76283.55398273596,8,0,1,NET_BANKING,TRANSFER,IN,0.05372991375428088,0
13097.193778634506,80275.61398273596,9,1,1,NET_BANKING,TRANSFER,IN,0.16453197993658913,0
10727.61,93372.80776137048,10,0,0,CARD,WITHDRAWAL,IN,0.09730306866851189,0
10620.2,104100.41776137048,11,0,0,NET_BANKING,DEPOSIT,IN,0.09948294356123036,0
11322.20905379648,114720.61776137046,12,0,0,NET_BANKING,TRANSFER,IN,0.09560911191999708,0
4428.36,126042.82681516696,13,0,0,NET_BANKING,TRANSFER,IN,0.0788023366640265,0
3147.92,130471.18681516696,14,0,0,NET_BANKING,TRANSFER,SG,0.10538339396203833,0
5210.68,133619.10681516695,15,0,0,NET_BANKING,WITHDRAWAL,IN,0.08882054522832569,0
10504.49,138829.78681516694,16,0,0,NET_BANKING,TRANSFER,IN,0.11748730763920598,0
9651.58,149334.27681516693,17,0,0,NET_BANKING,TRANSFER,IN,0.09510896162316099,0
8204.97,158985.85681516692,18,0,0,NET_BANKING,TRANSFER,IN,0.09651606539153741,0
24975.393608215505,167190.82681516692,19,1,0,NET_BANKING,TRANSFER,IN,0.1696337345143416,0
7843.28,192166.2204233824,20,0,0,CARD,WITHDRAWAL,US,0.1020008538683574,0
7626.74,200009.5004233824,21,0,0,NET_BANKING,DEPOSIT,IN,0.10070092754905006,0
13696.942763350342,207636.2404233824,22,1,0,NET_BANKING,DEPOSIT,IN,0.15447556064804518,0
10439.67,221333.18318673276,23,1,0,NET_BANKING,WITHDRAWAL,IN,0.1616217889314922,0
19070.72486446964,231772.85318673277,24,0,0,NET_BANKING,TRANSFER,IN,0.11069948480715594,0
12075.61,246952.9480512024,24,0,0,NET_BANKING,WITHDRAWAL,IN,0.11055754894017138,0
2782.8,259028.5580512024,25,1,0,NET_BANKING,WITHDRAWAL,AE,0.1353358173728656,0
31907.61,0.0,0,1,0,UPI,TRANSFER,IN,0.10596652433204162,0
25030.6,31907.61,1,0,0,UPI,TRANSFER,IN,0.0675721585999588,1
10638.34,56938.21,2,0,0,UPI,DEPOSIT,IN,0.055649746625038604,0
42160.42,67576.55,3,0,0,UPI,DEPOSIT,IN,0.0637977876886141,0
47650.66,109736.97,4,0,0,UPI,TRANSFER,IN,0.0962290665136753,0
25003.54,157387.63,5,0,0,UPI,DEPOSIT,IN,0.10499772241254535,0
21453.07,182391.17,6,0,1,UPI,DEPOSIT,US,0.12260087682001333,0
20852.29,203844.24,7,1,1,UPI,DEPOSIT,IN,0.1632068313694835,0
23705.87,224696.53000000003,8,0,1,NET_BANKING,WITHDRAWAL,IN,0.12522289238939688,0
32348.08,248402.4,9,0,1,CARD,WITHDRAWAL,IN,0.1389610557976539,0
26650.29,280750.48000000004,10,0,0,NET_BANKING,DEPOSIT,IN,0.11877671975092415,0
17298.71,307400.77,11,0,0,UPI,DEPOSIT,IN,0.10201529559218243,0
28624.63,324699.48000000004,12,0,0,UPI,DEPOSIT,AE,0.11892927367813336,0
16619.45,353324.11000000004,13,0,0,UPI,DEPOSIT,IN,0.10443095899479726,1
24391.93,369943.56000000006,14,0,0,UPI,TRANSFER,IN,0.11661828627716773,0
41186.83,394335.4900000001,15,0,0,UPI,DEPOSIT,IN,0.12010836036440216,0
45054.08,435522.32000000007,16,0,0,UPI,WITHDRAWAL,IN,0.12729645468519402,0
22680.04,480576.4000000001,17,0,0,CARD,WITHDRAWAL,IN,0.12887511031773427,0
48976.63,503256.44000000006,18,1,0,UPI,TRANSFER,IN,0.17723075130646065,0
11393.95,552233.0700000001,19,1,0,UPI,DEPOSIT,IN,0.15962762224617513,0
45929.61,563627.02,20,0,0,UPI,WITHDRAWAL,US,0.13105348331899838,0
34375.65,609556.63,21,0,0,UPI,WITHDRAWAL,IN,0.13634284221576182,0
42133.88,643932.28,22,0,0,UPI,TRANSFER,IN,0.12737512214167002,0
25919.31,686066.16,23,1,0,UPI,TRANSFER,IN,0.17348980261108374,0
41190.23,680077.8600000001,23,1,0,CARD,WITHDRAWAL,IN,0.17247514037305656,0
31421.48,696237.4900000001,23,0,0,UPI,WITHDRAWAL,SG,0.1540362581138463,0
46977.08,717020.6300000001,23,1,0,UPI,DEPOSIT,IN,0.16701106733070686,0
15553.23,763997.7100000001,24,1,0,UPI,WITHDRAWAL,IN,0.16122776484246965,0
44889.44,737390.52,24,0,0,UPI,DEPOSIT,IN,0.13254650760701386,0
47776.52,734629.3,24,0,0,UPI,DEPOSIT,IN,0.1267940846367347,0
35809.53,757402.28,24,0,1,UPI,WITHDRAWAL,IN,0.1497533126548365,0
18122.64,793211.81,25,0,1,UPI,TRANSFER,IN,0.13370779777763608,0
13158.76,789881.38,25,0,1,UPI,TRANSFER,AE,0.1364618498070091,0
12132.92,803040.14,26,0,1,NET_BANKING,DEPOSIT,IN,0.13280751149775144,0
13045.67,794320.77,26,0,1,UPI,TRANSFER,IN,0.14110710773622484,1
36036.26,783660.5700000002,26,0,1,UPI,WITHDRAWAL,IN,0.14684498449919048,0
27008.73,787348.7500000001,26,0,0,UPI,TRANSFER,IN,0.13400599902577157,0
23793.43,770408.4800000001,25,0,0,UPI,DEPOSIT,IN,0.13657610937820935,0
23111.21,748957.8300000002,24,1,0,CARD,DEPOSIT,US,0.17686865882001615,0
7872.26,0.0,0,1,0,UPI,WITHDRAWAL,IN,0.08136904645106738,0
3244.13,7872.26,1,0,0,UPI,WITHDRAWAL,IN,0.031825725024137955,0
11538.31,11116.39,2,1,0,NET_BANKING,WITHDRAWAL,IN,0.09289405547477692,0
4541.79,22654.699999999997,3,0,0,UPI,TRANSFER,IN,0.0316595521066501,0
10273.28,27196.49,4,0,0,UPI,WITHDRAWAL,IN,0.046605532865348284,0
6759.92,37469.77,5,0,0,UPI,WITHDRAWAL,IN,0.03721161598272619,0
5196.46,44229.689999999995,6,0,0,UPI,DEPOSIT,IN,0.037801496663793996,0
10295.4,49426.149999999994,7,1,0,UPI,TRANSFER,IN,0.09444833909205924,0
5460.89,59721.55,8,0,1,UPI,WITHDRAWAL,AE,0.052017858260498664,0
11012.49,65182.439999999995,9,0,1,UPI,TRANSFER,IN,0.08657218404405448,0
3249.55,76194.93,10,0,1,UPI,DEPOSIT,AE,0.06961176408910391,0
6252.68,79444.48,11,0,0,NET_BANKING,TRANSFER,IN,0.048570065853317954,0
26272.796751801063,85697.16,12,1,0,UPI,DEPOSIT,IN,0.15480305394307453,0
8057.7,111969.95675180107,13,0,0,CARD,DEPOSIT,US,0.08809820717647934,1
3430.53,120027.65675180109,14,0,0,UPI,DEPOSIT,IN,0.08732509745440833,0
5614.86,123458.18675180108,15,0,0,CARD,WITHDRAWAL,IN,0.08839349339064251,0
8847.42,129073.04675180108,16,0,0,UPI,TRANSFER,AE,0.09975171237174936,1
6874.76,137920.46675180108,17,0,0,UPI,TRANSFER,IN,0.0996514850536279,0
11285.16,144795.2267518011,18,0,0,CARD,TRANSFER,IN,0.11456218144252492,0
7669.36,156080.3867518011,19,0,0,UPI,DEPOSIT,IN,0.10078410861656799,0
2964.11,163749.74675180108,20,0,0,UPI,WITHDRAWAL,IN,0.10505506339815492,0
5805.97,166713.85675180107,21,1,0,CARD,WITHDRAWAL,IN,0.14595872541307814,0
8723.08,172519.82675180107,22,0,0,CARD,TRANSFER,IN,0.09853941672958191,1
9230.71,181242.90675180103,23,0,0,UPI,TRANSFER,IN,0.10217893787643438,0
4171.06,190473.61675180105,24,1,0,UPI,WITHDRAWAL,IN,0.13555487445074804,0
11649.45,194644.67675180105,25,0,0,UPI,TRANSFER,IN,0.11081307033179563,0
11075.74,198421.86675180105,25,0,0,UPI,WITHDRAWAL,IN,0.11884384228314972,0
24574.301239406053,190173.37675180103,23,0,0,UPI,DEPOSIT,IN,0.12947969298802214,0
10586.59,214747.67799120708,24,0,0,UPI,TRANSFER,IN,0.12062004767036696,0
10245.23,203104.6079912071,22,0,0,NET_BANKING,TRANSFER,IN,0.11879018042355281,0
7323.12,213349.8379912071,23,0,0,NET_BANKING,DEPOSIT,IN,0.10487965953159563,0
9447.39,220672.9579912071,24,0,0,UPI,TRANSFER,SG,0.12335668487626007,0
10696.38,219824.94799120713,24,1,0,UPI,WITHDRAWAL,IN,0.16144868309363752,0
5340.73,230521.32799120713,25,0,1,UPI,WITHDRAWAL,IN,0.12404787633755403,1
18829.794943615525,219388.6779912071,24,0,1,UPI,WITHDRAWAL,IN,0.13522935527823426,0
4676.35,234968.92293482268,24,0,1,UPI,DEPOSIT,IN,0.1206506604114106,0
5672.91,239645.2729348227,25,1,1,UPI,TRANSFER,IN,0.15871886128681537,0
4599.86,245318.1829348227,26,0,0,CARD,TRANSFER,IN,0.10541617670124671,0
6248.9,0.0,0,1,0,UPI,DEPOSIT,IN,0.07505472249985196,1
7381.85,6248.9,1,0,0,UPI,DEPOSIT,IN,0.034744964079499244,0
22274.85,13630.75,2,0,0,CARD,TRANSFER,IN,0.06333003209427546,0
16196.65,35905.6,3,0,0,UPI,TRANSFER,IN,0.052459680587415805,0
10717.85,52102.25,4,0,0,CARD,DEPOSIT,IN,0.04943942066982689,0
23315.78,62820.1,5,1,0,UPI,WITHDRAWAL,IN,0.11316690342479309,0
21872.23,86135.88,6,0,1,UPI,WITHDRAWAL,IN,0.12560049429208195,0
16755.88,108008.11,7,0,1,CARD,WITHDRAWAL,IN,0.10054073173471066,0
14643.31,124763.99,8,1,1,UPI,TRANSFER,US,0.1408034294254781,0
10695.37,139407.30000000002,9,0,1,UPI,WITHDRAWAL,IN,0.1181479605788139,1
9488.46,150102.67,10,1,1,UPI,WITHDRAWAL,IN,0.1470473054132734,0
14923.82,159591.13,11,1,1,UPI,DEPOSIT,IN,0.15961328468589303,0
6880.75,174514.95,12,0,1,NET_BANKING,WITHDRAWAL,IN,0.10788008376780045,0
22271.46,181395.7,13,0,0,UPI,DEPOSIT,IN,0.11164111578664533,0
24792.42,203667.16,14,0,0,UPI,WITHDRAWAL,IN,0.1163394296338385,1
23092.19,228459.58,15,0,0,UPI,TRANSFER,IN,0.1103600528306722,0
9931.0,251551.77,16,0,0,UPI,DEPOSIT,IN,0.10068188475282194,1
24185.57,261482.77,17,1,0,UPI,WITHDRAWAL,IN,0.1759298319958505,1
21020.65,285668.34,18,1,0,UPI,TRANSFER,IN,0.17566974368519825,1
6528.92,306688.99000000005,19,0,0,UPI,DEPOSIT,US,0.10162822382009305,0
23928.09,313217.91000000003,20,0,0,UPI,WITHDRAWAL,IN,0.13138833603785488,0
17002.32,337146.00000000006,21,0,0,CARD,TRANSFER,IN,0.11732636155309006,0
16731.91,354148.32000000007,22,1,0,UPI,WITHDRAWAL,IN,0.1528287219229965,0
8917.68,370880.23,23,0,0,UPI,DEPOSIT,IN,0.1036194095780296,0
5635.29,379797.91,24,0,0,NET_BANKING,TRANSFER,IN,0.09563285737447623,0
24020.45,385433.2,25,0,0,NET_BANKING,TRANSFER,AE,0.128493101897115,0
17036.17,409453.65,26,0,0,UPI,WITHDRAWAL,AE,0.12080371735741138,0
11975.31,426489.82,27,0,0,UPI,WITHDRAWAL,IN,0.11863533241838928,0
10858.57,424834.38,26,0,0,UPI,WITHDRAWAL,IN,0.11569466584355052,0
6552.94,435692.95,27,0,0,UPI,TRANSFER,IN,0.09687390717119305,0
24682.31,419971.04,27,0,0,UPI,TRANSFER,SG,0.16098993577373558,0
7667.95,417738.85,26,0,0,UPI,DEPOSIT,IN,0.10520959686072526,0
8727.47,348819.60000000003,23,0,1,UPI,WITHDRAWAL,SG,0.14745558116965024,0
20195.85,346851.7,23,1,1,UPI,TRANSFER,IN,0.19156700750301064,0
19895.55,357559.08999999997,23,0,1,UPI,DEPOSIT,IN,0.14039334534969303,0
17213.87,362530.81999999995,23,0,1,UPI,TRANSFER,IN,0.13008148892916016,0
7887.65,372863.93999999994,23,0,0,UPI,TRANSFER,IN,0.10435969390860213,1
10105.06,0.0,0,1,0,NET_BANKING,DEPOSIT,IN,0.08658334423130815,0
14031.1,10105.06,1,1,0,CARD,DEPOSIT,IN,0.0870413624774094,0
13730.14,24136.16,2,0,0,NET_BANKING,TRANSFER,IN,0.057533390642669414,0
20268.67,37866.3,3,1,0,NET_BANKING,TRANSFER,IN,0.10306910796198612,0
11204.56,58134.97,4,0,0,NET_BANKING,TRANSFER,AE,0.057818050323916126,0
22953.83,69339.53,5,1,1,NET_BANKING,WITHDRAWAL,IN,0.12565632611826733,0
19764.1,92293.36,6,0,1,NET_BANKING,DEPOSIT,IN,0.10135230200516501,0
14612.62,112057.46,7,0,1,NET_BANKING,DEPOSIT,SG,0.13037796376108382,0
17044.07,126670.08,8,0,1,NET_BANKING,WITHDRAWAL,IN,0.10644750085325166,0
14594.68,143714.15,9,0,1,NET_BANKING,TRANSFER,AE,0.1256690493653889,0
13992.53,158308.83,10,0,1,NET_BANKING,DEPOSIT,IN,0.11902887068828369,0
16095.53,172301.36,11,0,0,NET_BANKING,WITHDRAWAL,IN,0.10350217539088498,0
15846.31,188396.89,12,0,0,NET_BANKING,WITHDRAWAL,IN,0.10419017822423855,0
16800.79,204243.2,13,0,0,NET_BANKING,WITHDRAWAL,IN,0.09410414791689135,0
24596.78,221043.99,14,0,0,CARD,WITHDRAWAL,IN,0.11659271865738699,0
7040.3,245640.77,15,0,0,UPI,DEPOSIT,IN,0.08847112847602445,1
9372.71,252681.07,16,1,0,NET_BANKING,TRANSFER,US,0.13515313026612508,0
19362.82,262053.77999999997,17,0,0,NET_BANKING,WITHDRAWAL,SG,0.13887587857546121,0
23895.96,281416.6,18,0,0,CARD,DEPOSIT,IN,0.1374710117401981,0
14901.13,305312.56,19,0,0,NET_BANKING,TRANSFER,IN,0.11512208819073169,0
9803.83,320213.69,20,1,0,NET_BANKING,WITHDRAWAL,IN,0.13583374367408357,0
21532.49,330017.52,21,0,0,NET_BANKING,DEPOSIT,IN,0.12801838104205351,0
20702.55,351550.01,22,0,0,NET_BANKING,TRANSFER,IN,0.12793762032450234,0
22386.4,372252.56,23,1,0,NET_BANKING,WITHDRAWAL,IN,0.1756630373009537,0
3717.21,0.0,0,1,0,UPI,DEPOSIT,US,0.08025942449732149,0
2345.02,3717.21,1,0,0,UPI,WITHDRAWAL,IN,0.040241090278424,1
4536.34,6062.23,2,0,0,UPI,DEPOSIT,IN,0.037056466586920335,0
2292.77,10598.57,3,0,0,NET_BANKING,TRANSFER,IN,0.03607135042797168,0
3981.58,12891.34,4,1,1,NET_BANKING,DEPOSIT,IN,0.09029235285584772,0
4202.12,16872.92,5,1,1,UPI,TRANSFER,IN,0.09461929916072277,0
3722.91,21075.039999999997,6,0,1,UPI,DEPOSIT,SG,0.07702927752351842,0
1973.98,24797.949999999997,7,0,1,CARD,TRANSFER,IN,0.05047668403883347,0
4879.47,26771.929999999997,8,1,1,UPI,DEPOSIT,AE,0.09044073571610894,0
1022.51,31651.4,9,1,1,UPI,WITHDRAWAL,IN,0.11154047214166143,1
2238.55,32673.909999999996,10,0,1,UPI,WITHDRAWAL,SG,0.09570109594008713,0
4899.85,34912.46,11,0,0,UPI,WITHDRAWAL,IN,0.05299283672238868,0
2680.09,39812.31,12,0,0,UPI,TRANSFER,AE,0.05088099792107405,0
3794.14,42492.399999999994,13,1,0,UPI,WITHDRAWAL,IN,0.09314441251642963,0
2022.5,46286.53999999999,14,0,0,UPI,TRANSFER,IN,0.04620254071792557,0
3563.94,48309.03999999999,15,0,0,UPI,WITHDRAWAL,US,0.050005690942754345,0
3106.75,51872.98,16,0,0,UPI,TRANSFER,SG,0.08937192803121183,0
1150.14,54979.73,17,0,0,CARD,WITHDRAWAL,AE,0.06578111409851459,0
3663.75,56129.869999999995,18,0,0,UPI,DEPOSIT,IN,0.0707059339790348,0
3628.98,59793.619999999995,19,0,0,NET_BANKING,WITHDRAWAL,IN,0.06270486399195638,0
2881.37,63422.6,20,1,0,UPI,WITHDRAWAL,IN,0.104181625069153,0
2129.68,66303.97,21,0,0,CARD,WITHDRAWAL,US,0.06742623801480482,0
16893.08,0.0,0,1,0,NET_BANKING,WITHDRAWAL,AE,0.08859451683310554,0
5033.61,16893.08,1,0,0,CARD,DEPOSIT,IN,0.03463899915909759,0
18519.43,21926.69,2,0,0,UPI,TRANSFER,IN,0.05042243940619262,0
24794.78,40446.12,3,0,0,CARD,WITHDRAWAL,IN,0.07075855249135143,0
15164.05,65240.9,4,1,0,CARD,DEPOSIT,IN,0.09318036024946606,0
24360.75,80404.95,5,1,0,CARD,WITHDRAWAL,IN,0.13476008218727029,0
21930.84,104765.7,6,0,1,CARD,TRANSFER,IN,0.12142448775201349,0
24432.83,126696.54,7,0,1,UPI,TRANSFER,IN,0.11848405805500026,0
20915.42,151129.37,8,0,1,NET_BANKING,WITHDRAWAL,IN,0.11919205312679444,0
8115.19,172044.78999999998,9,0,1,CARD,TRANSFER,IN,0.10642138073525007,0
7729.69,180159.98,10,0,1,CARD,TRANSFER,IN,0.1015308310092556,0
18830.9,187889.67,11,0,0,CARD,TRANSFER,IN,0.09618377024767669,0
8901.68,206720.57,12,0,0,CARD,TRANSFER,US,0.08249623964911876,0
15870.76,215622.24999999997,13,1,0,CARD,WITHDRAWAL,US,0.14145638716754677,0
13746.3,231493.01,14,0,0,CARD,TRANSFER,AE,0.09472364113481148,0
23472.88,245239.30999999997,15,0,0,CARD,DEPOSIT,SG,0.13985010988033603,0
20154.1,268712.18999999994,16,0,0,CARD,TRANSFER,IN,0.12818491948865515,0
18502.89,288866.2899999999,17,0,0,NET_BANKING,TRANSFER,IN,0.11828349841811796,0
24043.95,307369.17999999993,18,0,0,NET_BANKING,DEPOSIT,US,0.12655475110069891,0
6441.22,331413.12999999995,19,0,0,CARD,TRANSFER,IN,0.09922031141432096,0
11233.65,337854.3499999999,20,0,0,NET_BANKING,WITHDRAWAL,IN,0.12039275894376364,0
18314.24,327161.31,19,0,0,CARD,TRANSFER,IN,0.11134140557766885,1
18471.45,326956.12,19,1,0,CARD,DEPOSIT,IN,0.1511764902588993,0
12912.94,305468.74,18,0,0,CARD,WITHDRAWAL,US,0.1203095903626809,0
12053.52,318381.68,19,0,0,NET_BANKING,WITHDRAWAL,IN,0.1108738625765357,0
10786.91,330435.2,20,0,0,CARD,DEPOSIT,IN,0.12022793106700662,0
10633.13,316861.36,20,0,1,CARD,WITHDRAWAL,IN,0.1347442374838987,0
22174.728572484582,0.0,0,1,0,UPI,DEPOSIT,AE,0.10427456825539377,0
6926.95,22174.728572484582,1,0,0,UPI,DEPOSIT,IN,0.04184758881954766,0
12040.07,29101.678572484583,2,0,0,UPI,DEPOSIT,AE,0.057543962359817916,0
2965.41,41141.74857248458,3,1,0,UPI,WITHDRAWAL,IN,0.07508074551893554,0
12230.22,44107.15857248458,4,1,0,UPI,DEPOSIT,IN,0.08851864033803525,0
12093.19,56337.37857248458,5,0,1,UPI,DEPOSIT,IN,0.07319228298289036,0
22356.56577118608,68430.56857248458,6,0,1,UPI,WITHDRAWAL,IN,0.08544397059904982,0
9248.58,90787.13434367068,7,0,1,UPI,TRANSFER,IN,0.08531964408693823,0
11088.9,100035.71434367068,8,1,1,UPI,WITHDRAWAL,IN,0.14008058957492733,0
6077.09,111124.61434367066,9,0,0,UPI,WITHDRAWAL,US,0.08498860613621248,1
5125.66,117201.70434367066,10,0,0,UPI,WITHDRAWAL,IN,0.08027945692737132,0
7671.6,122327.36434367066,11,0,0,UPI,DEPOSIT,IN,0.0804070391069746,0
4632.83,129998.96434367068,12,1,0,NET_BANKING,WITHDRAWAL,IN,0.11846219740553962,0
7675.44,134631.79434367066,13,0,0,UPI,TRANSFER,IN,0.08647311488878814,0
5345.83,142307.23434367066,14,0,0,UPI,TRANSFER,IN,0.08133295995315473,0
10067.97,147653.06434367065,15,0,0,NET_BANKING,TRANSFER,IN,0.10097137976758123,0
5384.16,157721.03434367065,16,0,0,NET_BANKING,DEPOSIT,IN,0.10167771347441691,0
7777.27,163105.19434367065,17,0,0,NET_BANKING,TRANSFER,IN,0.09928329206736038,0
7096.62,170882.46434367064,18,0,0,UPI,WITHDRAWAL,IN,0.10101089069892312,0
18468.55701404341,177979.08434367063,19,0,0,NET_BANKING,TRANSFER,IN,0.12162156578203268,0
3336.6,196447.64135771405,20,0,0,NET_BANKING,DEPOSIT,IN,0.10381460735153403,0
12184.29,199784.24135771405,21,0,0,UPI,TRANSFER,IN,0.11702249603793295,0
3399.32,211968.5313577141,22,0,0,NET_BANKING,TRANSFER,IN,0.10430950830219193,0
5988.95,193193.1227852295,22,1,0,UPI,WITHDRAWAL,IN,0.14440719069237534,0
44836.8212617724,199182.0727852295,23,0,0,UPI,DEPOSIT,IN,0.1311362057785876,0
4796.08,244018.8940470019,24,0,0,UPI,TRANSFER,IN,0.1038984031648148,0
11897.12,248814.9740470019,25,0,0,UPI,DEPOSIT,IN,0.12191654583351427,0
23951.916608839256,241745.07404700192,24,0,0,UPI,WITHDRAWAL,IN,0.12877495575852374,0
4382.0,262731.58065584116,24,0,0,UPI,DEPOSIT,IN,0.10281178267184568,0
7008.24,254883.3606558412,24,0,1,CARD,TRANSFER,IN,0.1179521383388435,0
11098.23,249798.41065584111,24,0,1,UPI,DEPOSIT,IN,0.1383138344779586,1
10736.64,229291.49488465508,23,0,1,UPI,DEPOSIT,IN,0.132510400512799,0
9957.31,240028.13488465507,24,0,1,CARD,WITHDRAWAL,IN,0.11659142564847194,0
9597.45,238896.5448846551,24,0,1,UPI,DEPOSIT,IN,0.11642132969627293,0
5815.35,229619.64488465508,22,0,0,UPI,WITHDRAWAL,IN,0.09984759604307564,0
11523.99,235434.99488465508,23,0,0,UPI,WITHDRAWAL,SG,0.14114705966871427,0
11876.21,234650.7148846551,22,0,0,UPI,WITHDRAWAL,IN,0.12158148731587762,0
17909.17697543647,246526.9248846551,23,0,0,UPI,DEPOSIT,IN,0.11794287324453577,1
11797.151472870177,249022.3018600915,22,0,0,UPI,DEPOSIT,IN,0.11793254736772087,0
10999.56,260819.4533329617,23,0,0,UPI,TRANSFER,IN,0.11907687641501663,0
10099.17,0.0,0,1,0,UPI,DEPOSIT,IN,0.08745177067371404,0
16984.06,10099.17,1,1,0,CARD,TRANSFER,IN,0.0941819105258771,0
