amount,total_amount_last_24h,txn_count_last_24h,is_new_device,is_odd_hour,channel,transaction_type,country
17283.5,308763.93999999994,20,0,1,NET_BANKING,TRANSFER,IN
19877.89,326047.43999999994,21,0,1,CARD,WITHDRAWAL,SG
16155.5,323601.19,21,0,1,NET_BANKING,DEPOSIT,SG
13374.43,339756.69,22,0,1,NET_BANKING,DEPOSIT,IN
23599.23,330729.67,22,0,1,NET_BANKING,WITHDRAWAL,SG
20607.41,354328.89999999997,23,0,1,NET_BANKING,WITHDRAWAL,IN
14532.69,327821.63999999996,21,1,0,NET_BANKING,DEPOSIT,AE
1503.37,0.0,0,1,0,CARD,TRANSFER,IN
4125.08,1503.37,1,0,0,CARD,DEPOSIT,IN
13685.80601992736,5628.45,2,0,0,CARD,WITHDRAWAL,IN
2125.87,19314.25601992736,3,0,0,UPI,TRANSFER,IN
3016.66,21440.126019927357,4,0,0,CARD,TRANSFER,IN
2250.47,24456.786019927356,5,1,0,CARD,WITHDRAWAL,IN
3955.24,26707.25601992736,6,0,0,CARD,WITHDRAWAL,IN
4211.79,30662.496019927356,7,0,0,CARD,WITHDRAWAL,IN
3117.58,34874.28601992736,8,1,1,CARD,WITHDRAWAL,IN
4492.72,37991.86601992736,9,0,1,CARD,DEPOSIT,IN
14734.1566014376,42484.58601992736,10,0,1,CARD,TRANSFER,IN
4762.47,57218.74262136496,11,0,0,NET_BANKING,DEPOSIT,SG
2222.2,61981.21262136496,12,0,0,UPI,WITHDRAWAL,IN
3949.24,64203.41262136496,13,0,0,CARD,WITHDRAWAL,IN
3744.19,68152.65262136496,14,0,0,CARD,WITHDRAWAL,IN
1747.8,71896.84262136497,15,0,0,CARD,WITHDRAWAL,IN
8609.575428147838,73644.64262136497,16,0,0,NET_BANKING,TRANSFER,IN
1691.65,82254.21804951281,17,1,0,NET_BANKING,TRANSFER,IN
3162.04,83945.8680495128,18,1,0,NET_BANKING,WITHDRAWAL,AE
3030.35,87107.9080495128,19,0,0,UPI,DEPOSIT,IN
2619.73,90138.2580495128,20,0,0,CARD,TRANSFER,IN
4173.74,92757.9880495128,21,0,0,CARD,TRANSFER,IN
15379.368557159489,96931.7280495128,22,0,0,CARD,WITHDRAWAL,IN
4795.41,112311.09660667228,23,0,0,CARD,WITHDRAWAL,IN
2973.29,115603.1366066723,23,0,0,CARD,WITHDRAWAL,IN
11424.923358894031,118576.42660667228,24,1,0,CARD,TRANSFER,IN
1422.98,112190.46394563896,23,0,0,CARD,DEPOSIT,US
3259.33,108470.91394563894,22,1,0,CARD,DEPOSIT,IN
4491.8,105524.53394563896,21,0,0,CARD,WITHDRAWAL,IN
2412.22,105804.54394563896,21,0,0,CARD,WITHDRAWAL,IN
1454.22,108216.76394563896,22,0,1,CARD,TRANSFER,IN
1080.67,0.0,0,1,0,UPI,DEPOSIT,IN
4810.71,1080.67,1,0,0,CARD,WITHDRAWAL,IN
3124.84,5891.38,2,0,0,CARD,DEPOSIT,IN
3087.61,9016.22,3,0,0,CARD,DEPOSIT,IN
4115.78,12103.830000000002,4,0,0,CARD,WITHDRAWAL,IN
1807.52,16219.61,5,0,0,CARD,WITHDRAWAL,IN
1038.63,18027.13,6,0,1,UPI,DEPOSIT,IN
2191.01,19065.76,7,0,1,CARD,WITHDRAWAL,IN
1112.84,21256.770000000004,8,0,1,CARD,WITHDRAWAL,IN
1833.5,22369.610000000004,9,0,1,UPI,TRANSFER,IN
4354.29,24203.110000000004,10,0,1,CARD,DEPOSIT,SG
3211.99,28557.400000000005,11,0,0,UPI,WITHDRAWAL,IN
4917.92,31769.390000000007,12,0,0,CARD,TRANSFER,IN
2895.16,36687.310000000005,13,0,0,CARD,DEPOSIT,IN
4351.41,39582.47,14,0,0,UPI,DEPOSIT,IN
3428.64,43933.880000000005,15,0,0,CARD,TRANSFER,IN
3035.54,47362.52,16,1,0,CARD,WITHDRAWAL,IN
4018.1,50398.060000000005,17,0,0,CARD,TRANSFER,IN
4619.95,54416.16,18,0,0,CARD,WITHDRAWAL,IN
14938.18,0.0,0,1,0,UPI,WITHDRAWAL,IN
41005.13,14938.18,1,0,0,UPI,TRANSFER,SG
43514.45,55943.31,2,0,0,UPI,WITHDRAWAL,IN
35451.09,99457.76,3,1,0,UPI,WITHDRAWAL,IN
39677.99,134908.84999999998,4,0,0,UPI,TRANSFER,IN
63433.31824325513,174586.83999999997,5,1,0,UPI,TRANSFER,SG
48769.77,238020.1582432551,6,0,0,UPI,WITHDRAWAL,IN
38602.23,286789.9282432551,7,1,1,UPI,DEPOSIT,IN
11747.62,325392.1582432551,8,0,1,UPI,TRANSFER,IN
29199.28,337139.7782432551,9,0,1,UPI,WITHDRAWAL,IN
12146.12,366339.05824325513,10,1,1,UPI,WITHDRAWAL,IN
38159.5,378485.1782432551,11,1,0,UPI,WITHDRAWAL,IN
31448.01,416644.6782432551,12,1,0,UPI,WITHDRAWAL,IN
14727.7,448092.68824325514,13,1,0,UPI,DEPOSIT,IN
24913.67,462820.38824325515,14,0,0,UPI,WITHDRAWAL,IN
55117.13040093516,487734.05824325513,15,0,0,UPI,DEPOSIT,AE
96928.04259521751,542851.1886441903,16,0,0,CARD,DEPOSIT,IN
59899.20898728527,639779.2312394078,17,0,0,UPI,DEPOSIT,IN
44967.86,699678.440226693,18,0,0,CARD,DEPOSIT,IN
48139.40258038183,744646.300226693,19,0,0,CARD,TRANSFER,IN
106186.97568454916,792785.7028070749,20,0,0,NET_BANKING,DEPOSIT,US
45412.81,898972.6784916241,21,0,0,UPI,WITHDRAWAL,IN
42307.07,944385.488491624,22,0,0,UPI,DEPOSIT,IN
35632.202410330145,887234.7984916241,20,0,0,CARD,TRANSFER,IN
98743.31794780264,847737.9209019542,19,0,0,CARD,TRANSFER,SG
49204.15219172171,883047.9206065016,19,0,0,UPI,DEPOSIT,IN
23538.09,883482.3027982233,19,0,1,UPI,WITHDRAWAL,SG
16492.6,868418.1627982233,19,0,1,UPI,TRANSFER,IN
30807.0,873163.1427982234,19,0,1,NET_BANKING,WITHDRAWAL,SG
11087.9,0.0,0,1,0,CARD,TRANSFER,IN
5184.71,11087.9,1,0,0,CARD,WITHDRAWAL,IN
7671.4,16272.61,2,0,0,CARD,WITHDRAWAL,IN
5556.04,23944.01,3,0,0,CARD,TRANSFER,IN
9016.06,29500.050000000003,4,0,0,CARD,WITHDRAWAL,IN
4955.56,38516.11,5,1,0,CARD,WITHDRAWAL,SG
11213.17,43471.67,6,0,1,CARD,WITHDRAWAL,IN
8164.87,54684.84,7,0,1,CARD,WITHDRAWAL,IN
8605.23,62849.71,8,0,1,CARD,WITHDRAWAL,IN
7479.76,71454.94,9,0,1,CARD,DEPOSIT,IN
7547.25,78934.7,10,1,1,CARD,DEPOSIT,IN
23345.374576676048,86481.95,11,1,0,UPI,WITHDRAWAL,IN
14698.03294670477,109827.32457667604,12,0,0,NET_BANKING,DEPOSIT,SG
13432.383712122082,124525.3575233808,13,0,0,UPI,DEPOSIT,IN
9927.97,137957.74123550288,14,0,0,NET_BANKING,TRANSFER,IN
32139.48514063342,147885.71123550288,15,0,0,NET_BANKING,WITHDRAWAL,AE
9789.595549212458,180025.1963761363,16,0,0,CARD,TRANSFER,IN
3245.4,189814.79192534875,17,0,0,CARD,DEPOSIT,US
33573.91460005911,193060.1919253487,18,0,0,CARD,DEPOSIT,IN
10561.15,226634.10652540787,19,0,0,CARD,TRANSFER,IN
4194.45,237195.2565254079,20,0,0,CARD,TRANSFER,IN
8961.11,241389.70652540788,21,0,0,CARD,TRANSFER,IN
37258.64700980312,250350.8165254079,22,0,0,CARD,WITHDRAWAL,IN
7899.14,287609.463535211,23,1,0,CARD,WITHDRAWAL,IN
4810.29,295508.603535211,24,0,0,CARD,TRANSFER,IN
8755.11,300318.893535211,25,0,0,CARD,DEPOSIT,IN
45187.079665349826,309074.00353521097,26,1,0,UPI,DEPOSIT,IN
8730.57,343173.18320056074,26,0,0,CARD,DEPOSIT,IN
10902.75,346719.0432005608,26,0,0,CARD,TRANSFER,US
19206.202310737783,357621.7932005608,27,0,0,CARD,DEPOSIT,IN
21407.705410205625,363600.55551129865,26,0,0,UPI,TRANSFER,IN
6139.88,385008.2609215043,27,1,0,CARD,WITHDRAWAL,IN
23517.64659168925,377176.5209215043,26,0,1,CARD,TRANSFER,IN
8760.07,389480.9975131936,26,0,1,CARD,WITHDRAWAL,IN
6372.65,381470.9675131935,25,0,1,NET_BANKING,DEPOSIT,IN
7008.29,372816.6075131936,24,0,1,CARD,DEPOSIT,IN
18859.89,0.0,0,1,0,CARD,TRANSFER,IN
17013.81,18859.89,1,0,0,CARD,WITHDRAWAL,IN
42894.87,35873.7,2,0,0,CARD,TRANSFER,IN
26864.46,78768.57,3,1,0,CARD,TRANSFER,IN
17906.98,105633.03,4,0,0,CARD,WITHDRAWAL,IN
23928.44,123540.01,5,0,0,CARD,WITHDRAWAL,SG
11497.86,147468.44999999998,6,0,0,CARD,DEPOSIT,IN
46414.52,158966.31,7,1,0,CARD,DEPOSIT,IN
27274.32,205380.83,8,0,1,CARD,DEPOSIT,SG
29626.31,232655.15,9,0,1,CARD,TRANSFER,IN
43247.21,262281.46,10,0,1,CARD,TRANSFER,IN
48457.6,305528.67000000004,11,0,1,CARD,WITHDRAWAL,IN
32447.68,353986.27,12,0,0,NET_BANKING,TRANSFER,IN
42355.1,386433.95,13,0,0,CARD,TRANSFER,IN
10449.95,428789.05,14,0,0,CARD,DEPOSIT,SG
12545.13,439239.0,15,0,0,CARD,DEPOSIT,IN
41679.92,451784.13,16,0,0,CARD,TRANSFER,IN
21372.69,493464.05,17,0,0,CARD,TRANSFER,US
37731.74,514836.74,18,0,0,CARD,WITHDRAWAL,AE
41619.31,552568.48,19,0,0,CARD,TRANSFER,IN
33036.25,594187.79,20,0,0,CARD,WITHDRAWAL,IN
40984.96,627224.04,21,0,0,NET_BANKING,TRANSFER,IN
22155.87,668209.0,22,0,0,CARD,TRANSFER,IN
10546.68,690364.87,23,0,0,CARD,TRANSFER,IN
22216.07,700911.55,24,1,0,CARD,TRANSFER,IN
31051.81,723127.62,25,0,0,CARD,WITHDRAWAL,IN
42981.58,754179.43,26,0,0,CARD,TRANSFER,IN
45099.1,797161.01,27,0,0,UPI,WITHDRAWAL,IN
32739.64,806386.4099999999,26,0,0,CARD,DEPOSIT,IN
30849.87,751459.74,24,0,0,CARD,WITHDRAWAL,IN
25457.49,746883.31,23,0,0,NET_BANKING,TRANSFER,IN
32075.13,772340.8,24,0,0,CARD,TRANSFER,SG
7742.03,0.0,0,1,0,UPI,TRANSFER,IN
4249.93,7742.03,1,0,0,UPI,TRANSFER,IN
4923.2,11991.96,2,0,0,UPI,WITHDRAWAL,IN
7935.93,16915.16,3,1,0,NET_BANKING,WITHDRAWAL,US
5964.29,24851.09,4,0,0,UPI,TRANSFER,SG
7087.63,30815.38,5,0,0,UPI,TRANSFER,IN
10363.18,37903.01,6,0,0,UPI,TRANSFER,IN
9126.57,48266.19,7,0,1,CARD,WITHDRAWAL,IN
6702.64,57392.76,8,0,1,UPI,TRANSFER,IN
6033.35,64095.4,9,1,1,UPI,WITHDRAWAL,IN
12408.42,70128.75,10,0,1,UPI,WITHDRAWAL,IN
9826.65,82537.17,11,0,1,UPI,DEPOSIT,IN
10573.69,92363.82,12,1,0,CARD,TRANSFER,IN
4285.22,102937.51,13,0,0,NET_BANKING,TRANSFER,IN
5562.64,107222.73,14,0,0,UPI,TRANSFER,IN
7067.61,112785.37,15,0,0,UPI,TRANSFER,IN
9754.7,119852.98,16,0,0,UPI,TRANSFER,IN
5586.35,129607.68,17,1,0,UPI,DEPOSIT,IN
10032.7,135194.03,18,0,0,UPI,DEPOSIT,IN
11109.94,145226.73,19,0,0,UPI,TRANSFER,IN
11703.33,144344.71000000002,18,0,0,UPI,TRANSFER,IN
3268.07,143188.90999999997,17,1,0,UPI,WITHDRAWAL,IN
6471.1,140492.69,17,0,0,UPI,DEPOSIT,IN
8623.43,129512.98,16,0,0,UPI,TRANSFER,IN
5028.33,138136.41,17,0,0,UPI,WITHDRAWAL,IN
10872.88,134038.17,17,0,1,UPI,WITHDRAWAL,IN
5537.73,138208.41,17,0,1,UPI,DEPOSIT,IN
6903.24,143746.14,18,0,1,UPI,WITHDRAWAL,IN
2539.58,150649.38,19,0,1,UPI,DEPOSIT,IN
5818.38,147155.61000000002,19,1,1,UPI,TRANSFER,IN
12068.77,152973.99000000002,20,0,1,UPI,TRANSFER,AE
10984.42,142807.69000000003,19,0,0,CARD,DEPOSIT,IN
8437.97,153792.11000000004,20,0,0,CARD,DEPOSIT,IN
8203.43,151656.39000000004,20,0,0,UPI,WITHDRAWAL,IN
4463.02,159859.82000000004,21,0,0,NET_BANKING,DEPOSIT,AE
4082.29,160037.62,21,1,0,UPI,TRANSFER,IN
11630.1,158557.27000000002,21,0,0,UPI,DEPOSIT,IN
11418.21,0.0,0,1,0,NET_BANKING,DEPOSIT,IN
16309.7,11418.21,1,0,0,NET_BANKING,TRANSFER,IN
8309.56,27727.91,2,0,0,UPI,DEPOSIT,IN
19070.36,36037.47,3,1,0,CARD,WITHDRAWAL,IN
22785.09,55107.83,4,0,0,NET_BANKING,DEPOSIT,IN
17224.96,77892.92,5,0,0,UPI,TRANSFER,IN
6854.98,95117.88,6,0,0,NET_BANKING,DEPOSIT,AE
16202.29,101972.86,7,0,0,NET_BANKING,WITHDRAWAL,IN
10853.52,118175.15,8,0,1,NET_BANKING,TRANSFER,IN
19880.33,129028.67,9,0,1,NET_BANKING,TRANSFER,IN
23004.9,148909.0,10,0,1,NET_BANKING,TRANSFER,IN
5269.54,171913.9,11,1,1,NET_BANKING,WITHDRAWAL,IN
22739.85,177183.44,12,0,1,NET_BANKING,TRANSFER,IN
23107.66,199923.29,13,1,0,UPI,TRANSFER,IN
23542.12,223030.95,14,0,0,NET_BANKING,WITHDRAWAL,IN
9924.58,246573.07,15,0,0,NET_BANKING,WITHDRAWAL,IN
16866.47,256497.65,16,0,0,NET_BANKING,WITHDRAWAL,IN
15418.7,273364.12,17,1,0,NET_BANKING,TRANSFER,IN
13230.38,288782.82,18,0,0,NET_BANKING,TRANSFER,IN
12687.76,302013.2,19,0,0,NET_BANKING,WITHDRAWAL,IN
21324.08,314700.96,20,1,0,NET_BANKING,DEPOSIT,IN
23549.11,336025.04000000004,21,1,0,NET_BANKING,TRANSFER,IN
12098.57,359574.15,22,0,0,NET_BANKING,DEPOSIT,IN
17816.84,371672.72,23,0,0,NET_BANKING,DEPOSIT,IN
13125.28,389489.56000000006,24,0,0,NET_BANKING,TRANSFER,IN
16937.63,402614.8400000001,25,0,0,CARD,WITHDRAWAL,IN
11817.35,408134.26000000007,25,0,0,NET_BANKING,WITHDRAWAL,IN
9768.77,419951.61,26,0,0,NET_BANKING,DEPOSIT,IN
17304.56,386030.76000000007,24,0,0,NET_BANKING,WITHDRAWAL,IN
11832.38,380550.23,24,0,0,NET_BANKING,WITHDRAWAL,US
6664.13,352100.38000000006,22,0,0,NET_BANKING,TRANSFER,IN
14274.53,358764.51000000007,23,0,1,NET_BANKING,WITHDRAWAL,US
16621.92,362185.5200000001,23,1,1,NET_BANKING,DEPOSIT,AE
9376.37,378807.44000000006,24,0,1,UPI,DEPOSIT,IN
9421.18,0.0,0,1,0,UPI,TRANSFER,IN
12348.62,9421.18,1,0,0,NET_BANKING,TRANSFER,IN
9349.01,21769.800000000003,2,0,0,UPI,WITHDRAWAL,IN
10812.73,31118.810000000005,3,0,0,UPI,WITHDRAWAL,IN
12484.25,41931.54000000001,4,1,0,UPI,DEPOSIT,IN
10529.92,54415.79000000001,5,0,1,UPI,DEPOSIT,SG
6137.76,64945.71000000001,6,0,1,UPI,WITHDRAWAL,IN
6774.56,71083.47,7,0,1,NET_BANKING,TRANSFER,IN
3810.5,77858.03,8,0,1,CARD,DEPOSIT,IN
10080.52,81668.53,9,0,1,UPI,WITHDRAWAL,US
10136.53,91749.05,10,0,1,UPI,DEPOSIT,IN
4692.64,101885.58,11,1,0,UPI,DEPOSIT,IN
2682.84,106578.22,12,0,0,NET_BANKING,WITHDRAWAL,IN
6361.21,109261.06,13,0,0,UPI,DEPOSIT,IN
6964.61,115622.27,14,0,0,UPI,DEPOSIT,IN
7276.15,122586.88,15,1,0,UPI,TRANSFER,IN
19150.78,0.0,0,1,0,NET_BANKING,WITHDRAWAL,AE
21117.37,19150.78,1,0,0,NET_BANKING,WITHDRAWAL,IN
29264.58,40268.149999999994,2,0,0,NET_BANKING,DEPOSIT,US
47258.91,69532.73,3,0,0,NET_BANKING,DEPOSIT,IN
15680.23,116791.64,4,0,0,NET_BANKING,DEPOSIT,IN
46074.63,132471.87,5,0,0,NET_BANKING,WITHDRAWAL,IN
26976.3,178546.5,6,1,0,NET_BANKING,DEPOSIT,IN
33041.21,205522.8,7,0,0,NET_BANKING,WITHDRAWAL,IN
21441.12,238564.01,8,0,0,NET_BANKING,WITHDRAWAL,AE
20576.56,260005.13,9,0,1,UPI,DEPOSIT,IN
26987.53,280581.69,10,0,1,NET_BANKING,DEPOSIT,IN
22437.24,307569.22,11,0,1,NET_BANKING,WITHDRAWAL,IN
53378.622214369694,330006.45999999996,12,0,1,NET_BANKING,TRANSFER,IN
42502.87,383385.0822143697,13,0,1,NET_BANKING,DEPOSIT,IN
45674.29,425887.95221436967,14,0,0,CARD,TRANSFER,IN
25750.66,471562.2422143697,15,1,0,NET_BANKING,DEPOSIT,IN
22080.13,0.0,0,1,0,NET_BANKING,TRANSFER,IN
67648.58813279173,22080.13,1,1,0,NET_BANKING,DEPOSIT,IN
13386.25,89728.71813279174,2,0,0,NET_BANKING,TRANSFER,IN
5560.64,103114.96813279174,3,0,0,NET_BANKING,WITHDRAWAL,IN
18286.66,108675.60813279172,4,0,0,UPI,WITHDRAWAL,IN
9637.71,126962.26813279174,5,1,0,NET_BANKING,DEPOSIT,IN
18680.74,136599.97813279173,6,0,0,CARD,TRANSFER,IN
74233.54549178922,155280.71813279172,7,1,1,NET_BANKING,WITHDRAWAL,IN
38628.521383261526,229514.26362458093,8,0,1,NET_BANKING,TRANSFER,IN
15467.44,268142.78500784247,9,0,1,NET_BANKING,TRANSFER,IN
39279.88274476208,283610.22500784247,10,0,1,NET_BANKING,TRANSFER,IN
15579.63,322890.1077526045,11,0,0,NET_BANKING,DEPOSIT,IN
43725.66550789376,338469.73775260453,12,0,0,NET_BANKING,DEPOSIT,IN
24145.19,382195.4032604983,13,0,0,CARD,TRANSFER,IN
93969.70746246948,406340.5932604983,14,0,0,UPI,WITHDRAWAL,IN
20390.242304054445,500310.3007229678,15,0,0,NET_BANKING,TRANSFER,IN
13519.47,520700.5430270222,16,0,0,NET_BANKING,WITHDRAWAL,IN
17185.47,534220.0130270222,17,1,0,NET_BANKING,DEPOSIT,US
2872.31,0.0,0,1,0,NET_BANKING,TRANSFER,SG
6676.65,2872.31,1,1,0,NET_BANKING,DEPOSIT,IN
6467.56,9548.96,2,0,0,NET_BANKING,WITHDRAWAL,SG
6974.78,16016.52,3,0,1,UPI,WITHDRAWAL,SG
8956.99,22991.3,4,0,1,NET_BANKING,TRANSFER,IN
11193.94,31948.29,5,0,1,NET_BANKING,TRANSFER,IN
7758.5,43142.23,6,0,1,NET_BANKING,DEPOSIT,IN
11594.64,50900.73,7,0,0,NET_BANKING,WITHDRAWAL,US
10183.56,62495.37,8,0,0,NET_BANKING,DEPOSIT,IN
5494.03,72678.93000000001,9,0,0,NET_BANKING,TRANSFER,IN
3978.41,78172.96,10,0,0,NET_BANKING,DEPOSIT,AE
10148.95,82151.37000000001,11,0,0,UPI,WITHDRAWAL,IN
4024.21,92300.32,12,1,0,NET_BANKING,WITHDRAWAL,IN
3338.68,96324.53,13,0,0,NET_BANKING,DEPOSIT,IN
11436.87,99663.21,14,0,0,NET_BANKING,WITHDRAWAL,IN
6096.44,111100.08,15,0,0,NET_BANKING,DEPOSIT,IN
6974.46,117196.52,16,0,0,NET_BANKING,WITHDRAWAL,IN
11443.74,124170.98,17,1,0,NET_BANKING,TRANSFER,IN
5802.66,135614.72,18,0,0,NET_BANKING,WITHDRAWAL,IN
6608.07,138545.07,18,0,0,NET_BANKING,WITHDRAWAL,IN
10650.0,145153.14,19,0,0,NET_BANKING,TRANSFER,IN
4776.63,0.0,0,1,0,CARD,WITHDRAWAL,US
9829.22,4776.63,1,1,0,CARD,TRANSFER,IN
9068.93,14605.85,2,0,0,CARD,TRANSFER,AE
10918.17,23674.78,3,0,0,CARD,WITHDRAWAL,US
9211.05,34592.95,4,0,0,CARD,DEPOSIT,IN
2582.3,43804.0,5,0,0,UPI,TRANSFER,IN
6782.44,46386.3,6,1,1,CARD,TRANSFER,IN
3926.6,53168.740000000005,7,0,1,CARD,DEPOSIT,IN
5164.0,57095.34,8,0,1,CARD,WITHDRAWAL,IN
6097.14,62259.34,9,0,1,CARD,DEPOSIT,IN
11834.46,68356.48000000001,10,1,1,NET_BANKING,DEPOSIT,IN
5612.25,80190.94,11,0,0,UPI,TRANSFER,IN
11760.64,85803.19,12,0,0,CARD,TRANSFER,IN
10051.56,97563.83,13,1,0,NET_BANKING,WITHDRAWAL,IN
2612.29,107615.39,14,1,0,CARD,DEPOSIT,IN
4384.8,110227.68,15,0,0,CARD,TRANSFER,IN
3122.94,114612.48,16,1,0,CARD,TRANSFER,IN
3238.35,117735.42,17,0,0,CARD,DEPOSIT,IN
7276.74,120973.77,18,1,0,NET_BANKING,TRANSFER,IN
9822.92,128250.51,19,0,0,CARD,TRANSFER,IN
12303.23,138073.43000000002,20,0,0,CARD,TRANSFER,IN
11734.1,150376.66000000003,21,0,0,CARD,WITHDRAWAL,IN
5498.12,162110.76000000004,22,0,0,CARD,WITHDRAWAL,IN
4232.22,167608.88000000003,23,0,0,CARD,TRANSFER,IN
4587.37,171841.10000000003,24,0,0,CARD,TRANSFER,IN
7120.47,171651.84000000003,24,1,0,CARD,TRANSFER,IN
5494.21,178772.31000000003,25,0,0,CARD,DEPOSIT,IN
3890.63,0.0,0,1,0,NET_BANKING,TRANSFER,IN
12319.05,3890.63,1,1,0,NET_BANKING,TRANSFER,IN
8794.35,16209.68,2,0,0,NET_BANKING,TRANSFER,SG
6964.09,25004.03,3,0,0,NET_BANKING,WITHDRAWAL,IN
9729.68,31968.12,4,0,0,NET_BANKING,DEPOSIT,IN
8198.64,41697.8,5,1,0,NET_BANKING,WITHDRAWAL,IN
2820.2,49896.44,6,0,1,NET_BANKING,DEPOSIT,IN
23566.91398273595,52716.64,7,0,1,NET_BANKING,WITHDRAWAL,IN
3992.06,76283.55398273596,8,0,1,NET_BANKING,TRANSFER,IN
13097.193778634506,80275.61398273596,9,1,1,NET_BANKING,TRANSFER,IN
10727.61,93372.80776137048,10,0,0,CARD,WITHDRAWAL,IN
10620.2,104100.41776137048,11,0,0,NET_BANKING,DEPOSIT,IN
11322.20905379648,114720.61776137046,12,0,0,NET_BANKING,TRANSFER,IN
4428.36,126042.82681516696,13,0,0,NET_BANKING,TRANSFER,IN
3147.92,130471.18681516696,14,0,0,NET_BANKING,TRANSFER,SG
5210.68,133619.10681516695,15,0,0,NET_BANKING,WITHDRAWAL,IN
10504.49,138829.78681516694,16,0,0,NET_BANKING,TRANSFER,IN
9651.58,149334.27681516693,17,0,0,NET_BANKING,TRANSFER,IN
8204.97,158985.85681516692,18,0,0,NET_BANKING,TRANSFER,IN
24975.393608215505,167190.82681516692,19,1,0,NET_BANKING,TRANSFER,IN
7843.28,192166.2204233824,20,0,0,CARD,WITHDRAWAL,US
7626.74,200009.5004233824,21,0,0,NET_BANKING,DEPOSIT,IN
13696.942763350342,207636.2404233824,22,1,0,NET_BANKING,DEPOSIT,IN
10439.67,221333.18318673276,23,1,0,NET_BANKING,WITHDRAWAL,IN
19070.72486446964,231772.85318673277,24,0,0,NET_BANKING,TRANSFER,IN
12075.61,246952.9480512024,24,0,0,NET_BANKING,WITHDRAWAL,IN
2782.8,259028.5580512024,25,1,0,NET_BANKING,WITHDRAWAL,AE
31907.61,0.0,0,1,0,UPI,TRANSFER,IN
25030.6,31907.61,1,0,0,UPI,TRANSFER,IN
10638.34,56938.21,2,0,0,UPI,DEPOSIT,IN
42160.42,67576.55,3,0,0,UPI,DEPOSIT,IN
47650.66,109736.97,4,0,0,UPI,TRANSFER,IN
25003.54,157387.63,5,0,0,UPI,DEPOSIT,IN
21453.07,182391.17,6,0,1,UPI,DEPOSIT,US
20852.29,203844.24,7,1,1,UPI,DEPOSIT,IN
23705.87,224696.53000000003,8,0,1,NET_BANKING,WITHDRAWAL,IN
32348.08,248402.4,9,0,1,CARD,WITHDRAWAL,IN
26650.29,280750.48000000004,10,0,0,NET_BANKING,DEPOSIT,IN
17298.71,307400.77,11,0,0,UPI,DEPOSIT,IN
28624.63,324699.48000000004,12,0,0,UPI,DEPOSIT,AE
16619.45,353324.11000000004,13,0,0,UPI,DEPOSIT,IN
24391.93,369943.56000000006,14,0,0,UPI,TRANSFER,IN
41186.83,394335.4900000001,15,0,0,UPI,DEPOSIT,IN
45054.08,435522.32000000007,16,0,0,UPI,WITHDRAWAL,IN
22680.04,480576.4000000001,17,0,0,CARD,WITHDRAWAL,IN
48976.63,503256.44000000006,18,1,0,UPI,TRANSFER,IN
11393.95,552233.0700000001,19,1,0,UPI,DEPOSIT,IN
45929.61,563627.02,20,0,0,UPI,WITHDRAWAL,US
34375.65,609556.63,21,0,0,UPI,WITHDRAWAL,IN
42133.88,643932.28,22,0,0,UPI,TRANSFER,IN
25919.31,686066.16,23,1,0,UPI,TRANSFER,IN
41190.23,680077.8600000001,23,1,0,CARD,WITHDRAWAL,IN
31421.48,696237.4900000001,23,0,0,UPI,WITHDRAWAL,SG
46977.08,717020.6300000001,23,1,0,UPI,DEPOSIT,IN
15553.23,763997.7100000001,24,1,0,UPI,WITHDRAWAL,IN
44889.44,737390.52,24,0,0,UPI,DEPOSIT,IN
47776.52,734629.3,24,0,0,UPI,DEPOSIT,IN
35809.53,757402.28,24,0,1,UPI,WITHDRAWAL,IN
18122.64,793211.81,25,0,1,UPI,TRANSFER,IN
13158.76,789881.38,25,0,1,UPI,TRANSFER,AE
12132.92,803040.14,26,0,1,NET_BANKING,DEPOSIT,IN
13045.67,794320.77,26,0,1,UPI,TRANSFER,IN
36036.26,783660.5700000002,26,0,1,UPI,WITHDRAWAL,IN
27008.73,787348.7500000001,26,0,0,UPI,TRANSFER,IN
23793.43,770408.4800000001,25,0,0,UPI,DEPOSIT,IN
23111.21,748957.8300000002,24,1,0,CARD,DEPOSIT,US
7872.26,0.0,0,1,0,UPI,WITHDRAWAL,IN
3244.13,7872.26,1,0,0,UPI,WITHDRAWAL,IN
11538.31,11116.39,2,1,0,NET_BANKING,WITHDRAWAL,IN
4541.79,22654.699999999997,3,0,0,UPI,TRANSFER,IN
10273.28,27196.49,4,0,0,UPI,WITHDRAWAL,IN
6759.92,37469.77,5,0,0,UPI,WITHDRAWAL,IN
5196.46,44229.689999999995,6,0,0,UPI,DEPOSIT,IN
10295.4,49426.149999999994,7,1,0,UPI,TRANSFER,IN
5460.89,59721.55,8,0,1,UPI,WITHDRAWAL,AE
11012.49,65182.439999999995,9,0,1,UPI,TRANSFER,IN
3249.55,76194.93,10,0,1,UPI,DEPOSIT,AE
6252.68,79444.48,11,0,0,NET_BANKING,TRANSFER,IN
26272.796751801063,85697.16,12,1,0,UPI,DEPOSIT,IN
8057.7,111969.95675180107,13,0,0,CARD,DEPOSIT,US
3430.53,120027.65675180109,14,0,0,UPI,DEPOSIT,IN
5614.86,123458.18675180108,15,0,0,CARD,WITHDRAWAL,IN
8847.42,129073.04675180108,16,0,0,UPI,TRANSFER,AE
6874.76,137920.46675180108,17,0,0,UPI,TRANSFER,IN
